sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
三義,苗栗縣,97,臭氧八小時,普通,0.7,0.33,52,69,46,20,4,5.7,1.1,1.4,215,"2025-04-04 21:00",,0.3,26.3,51,1,120.75956754,24.38248443,27
苗栗,苗栗縣,99,細懸浮微粒,普通,2,0.49,44,69,59,41,12,14.3,1.5,0.7,111,"2025-04-04 21:00",,0.3,29.9,52,2,120.82011468,24.56499183,26
頭份,苗栗縣,112,臭氧八小時,對敏感族群不健康,1.2,0.45,49,74,58,31,10,12.1,1.3,1.3,126,"2025-04-04 21:00",,0.3,27.4,55,1,120.89869286,24.69690679,25
新竹,新竹市,101,臭氧八小時,對敏感族群不健康,1.2,0.51,44,71,55,28,20,21.7,0.9,1.2,54,"2025-04-04 21:00",,0.3,25.1,50,1,120.97236752,24.8056356,24
竹東,新竹縣,104,臭氧八小時,對敏感族群不健康,1.3,0.42,44,72,56,29,11,11.8,0.7,1.6,120,"2025-04-04 21:00",,0.3,25.2,51,1,121.08895493,24.74091408,23
湖口,新竹縣,118,臭氧八小時,對敏感族群不健康,1.8,0.43,55,76,53,25,11,12.1,0.4,2,96,"2025-04-04 21:00",,0.3,27.2,56,1,121.03886894,24.90009696,22
龍潭,桃園市,84,臭氧八小時,普通,1.1,0.4,57,65,49,20,12,12.8,0.3,1,59,"2025-04-04 21:00",,0.3,21.4,50,1,121.21645772,24.86400048,21
平鎮,桃園市,93,臭氧八小時,普通,0.7,0.41,62,68,44,22,11,13.4,1.5,2.5,94,"2025-04-04 21:00",,0.3,22.2,46,0,121.203986,24.952786,20
觀音,桃園市,100,臭氧八小時,普通,0.6,0.36,63,70,58,36,8,8.8,0.6,2.9,110,"2025-04-04 21:00",,0.2,25,51,1,121.08283092,25.03556747,19
大園,桃園市,100,臭氧八小時,普通,3.5,0.3,68,70,38,20,9,10,0.1,5,117,"2025-04-04 21:00",,0.2,19,48,2,121.20251473,25.06100357,18
桃園,桃園市,104,臭氧八小時,對敏感族群不健康,1.3,0.35,68,72,42,21,9,10,0.7,2.4,58,"2025-04-04 21:00",,0.3,19.2,45,1,121.30500531,24.9947107,17
大同,臺北市,78,細懸浮微粒,普通,2.6,0.5,49,47,35,21,31,38.1,6.7,-,-,"2025-04-04 21:00",,0.6,22.3,47,2,121.51342074,25.06331455,16
松山,臺北市,108,臭氧八小時,對敏感族群不健康,1.3,0.25,73,73,43,22,9,9.5,0.4,2.5,23,"2025-04-04 21:00",,0.2,21.8,47,1,121.578611,25.05,15
古亭,臺北市,122,臭氧八小時,對敏感族群不健康,1.6,0.23,78,77,38,21,3,4.9,1.3,3.5,59,"2025-04-04 21:00",,0.2,21.7,48,1,121.529556,25.020608,14
萬華,臺北市,97,臭氧八小時,普通,0.8,0.31,69,69,41,17,12,12.5,0,2.3,87,"2025-04-04 21:00",,0.3,19.4,46,0,121.507972,25.046503,13
中山,臺北市,80,臭氧八小時,普通,1,0.35,55,64,37,21,26,30.4,3.8,2.5,63,"2025-04-04 21:00",,0.3,21.9,49,0,121.526528,25.062361,12
士林,臺北市,122,臭氧八小時,對敏感族群不健康,0.6,0.27,77,77,41,15,5,6.2,0.4,1.2,82,"2025-04-04 21:00",,0.2,17.7,46,0,121.51666356,25.10334003,11
淡水,新北市,115,臭氧八小時,對敏感族群不健康,1.2,0.24,78,75,41,16,2,2.8,0.3,5.5,150,"2025-04-04 21:00",,0.2,18.7,51,1,121.449239,25.1645,10
林口,新北市,112,臭氧八小時,對敏感族群不健康,0.6,0.3,74,74,42,21,7,7.8,0.5,3.4,100,"2025-04-04 21:00",,0.2,20.5,48,0,121.36548982,25.07798949,9
菜寮,新北市,115,臭氧八小時,對敏感族群不健康,0.9,0.32,75,75,38,22,7,9.1,1.1,2.9,100,"2025-04-04 21:00",,0.3,21.9,46,0,121.481028,25.06895,8
新莊,新北市,108,臭氧八小時,對敏感族群不健康,0.7,0.28,71,73,40,19,7,7.2,0.1,4,58,"2025-04-04 21:00",,0.2,19.6,47,0,121.4325,25.037972,7
板橋,新北市,112,臭氧八小時,對敏感族群不健康,0.6,0.37,72,74,41,16,10,11.2,0.4,1.6,43,"2025-04-04 21:00",,0.3,19.4,49,0,121.458667,25.012972,6
土城,新北市,118,臭氧八小時,對敏感族群不健康,0.8,0.3,74,76,42,22,5,5.8,0.1,1.5,115,"2025-04-04 21:00",,0.2,21.1,47,0,121.451861,24.982528,5
新店,新北市,122,臭氧八小時,對敏感族群不健康,0.6,0.25,77,77,39,18,4,4.8,0.3,4.2,138,"2025-04-04 21:00",,0.2,19.1,45,0,121.537778,24.977222,4
萬里,新北市,115,臭氧八小時,對敏感族群不健康,1.3,0.27,72,75,48,20,8,9.2,0.6,1.7,188,"2025-04-04 21:00",,0.2,18.7,53,2,121.689881,25.179667,3
汐止,新北市,118,臭氧八小時,對敏感族群不健康,0.6,0.24,78,76,41,19,5,5.8,0.4,0.9,273,"2025-04-04 21:00",,0.2,19.7,46,0,121.64081,25.06624,2
基隆,基隆市,129,臭氧八小時,對敏感族群不健康,2,0.25,82,79,43,23,5,5.6,0.5,1.2,348,"2025-04-04 21:00",,0.2,18,44,1,121.760056,25.129167,1
屏東(枋山),屏東縣,115,臭氧八小時,對敏感族群不健康,0.5,0.16,76,75,48,14,2,2.3,0,5.9,85,"2025-04-04 20:00",,0.1,14.6,48,0,120.651472,22.260899,313
臺南（南化）,臺南市,100,臭氧八小時,普通,0.3,0.21,54,70,40,16,2,3.1,0.2,1.2,341,"2025-04-04 20:00",,0.2,20.4,42,0,120.44583156,23.04562013,312
新北（樹林）,新北市,68,細懸浮微粒,普通,0.2,0.35,38,41,41,22,12,14.3,1.6,0,171,"2025-04-04 20:00",,0.3,18.6,46,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,108,臭氧八小時,對敏感族群不健康,0.4,0.38,50,73,40,27,7,8,0.5,1.1,291,"2025-04-04 20:00",,0.4,26.9,46,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,71,臭氧八小時,普通,1,0.21,66,61,32,17,4,4.9,0.8,2.8,81,"2025-04-04 20:00",,0.2,17.2,34,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,93,臭氧八小時,普通,1.1,0.24,63,68,58,23,5,6.3,0.6,1,356,"2025-04-04 20:00",,0.2,21.1,56,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,77,臭氧八小時,普通,1.6,0.27,54,63,59,19,5,7,1.2,0.9,261,"2025-04-04 20:00",,0.2,17.7,54,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,129,臭氧八小時,對敏感族群不健康,0.8,0.22,82,79,62,20,1,2.2,0.3,2.4,148,"2025-04-04 20:00",,0.2,18.1,60,0,121.82463916,24.85366672,201
員林,彰化縣,115,臭氧八小時,對敏感族群不健康,1.3,0.36,66,75,73,29,6,7.6,1.1,1.5,185,"2025-04-04 20:00",,0.3,27,61,1,120.5631893,23.9615945,139
大城,彰化縣,151,臭氧八小時,對所有族群不健康,1.3,0.21,87,86,52,19,1,1.5,0,0.2,21,"2025-04-04 20:00",,0.2,24.6,51,1,120.26964167,23.85493056,85
富貴角,新北市,140,臭氧八小時,對敏感族群不健康,0.8,0.21,79,82,46,23,4,4.1,0,6.3,104,"2025-04-04 20:00",,0.2,27.7,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,115,臭氧八小時,對敏感族群不健康,1.3,0.29,72,75,68,30,4,5.5,1,0.3,44,"2025-04-04 20:00",,0.2,28,62,1,120.251825,23.753506,83
關山,臺東縣,100,臭氧八小時,普通,0.5,0.2,69,70,42,16,2,2.4,0.4,1.4,73,"2025-04-04 20:00",,0.2,14.7,39,0,121.161933,23.045083,80
馬公,澎湖縣,122,臭氧八小時,對敏感族群不健康,1,0.34,79,77,53,28,4,4.8,0.1,2.1,10,"2025-04-04 20:00",,0.2,22.6,50,1,119.566158,23.569031,78
金門,金門縣,143,臭氧八小時,對敏感族群不健康,1.9,0.3,78,83,52,23,6,7,0.3,1.5,102,"2025-04-04 20:00",,0.3,28.4,57,2,118.312256,24.432133,77
馬祖,連江縣,122,臭氧八小時,對敏感族群不健康,1.1,0.22,69,77,48,22,6,7.2,0.4,3.6,338,"2025-04-04 20:00",,0.2,21.9,48,1,119.952724,26.153736,75
埔里,南投縣,104,細懸浮微粒,對敏感族群不健康,2,0.3,59,63,54,31,4,5.7,1.1,0.3,319,"2025-04-04 20:00",,0.3,31.9,54,1,120.967903,23.968842,72
復興,高雄市,80,臭氧八小時,普通,0.6,0.29,62,64,46,22,7,7.6,0.3,0.8,276,"2025-04-04 20:00",,0.2,19.6,47,1,120.312017,22.608711,71
永和,新北市,115,臭氧八小時,對敏感族群不健康,0.8,0.3,75,75,40,23,6,7.1,1.1,2.4,94,"2025-04-04 20:00",,0.2,22.7,46,0,121.516306,25.017,70
竹山,南投縣,104,臭氧八小時,對敏感族群不健康,1.7,0.32,44,72,52,28,10,11.8,1,1.1,167,"2025-04-04 20:00",,0.2,26,54,1,120.677306,23.756389,69
中壢,桃園市,80,細懸浮微粒,普通,1.2,1.07,38,48,58,23,34,46.8,11.9,0.6,281,"2025-04-04 20:00",,0.7,23,52,1,121.221667,24.953278,68
三重,新北市,79,細懸浮微粒,普通,0.8,0.71,42,47,51,22,37,51.7,14.6,-,-,"2025-04-04 20:00",,0.6,22.9,53,0,121.493806,25.072611,67
冬山,宜蘭縣,122,臭氧八小時,對敏感族群不健康,0.9,0.25,76,77,46,18,3,3.8,0.5,3.8,157,"2025-04-04 20:00",,0.2,18.8,51,0,121.792928,24.632203,66
宜蘭,宜蘭縣,126,臭氧八小時,對敏感族群不健康,1,0.31,72,78,48,19,6,7.3,0.7,2.6,138,"2025-04-04 20:00",,0.2,19.6,50,1,121.746394,24.747917,65
陽明,臺北市,112,臭氧八小時,對敏感族群不健康,1.1,0.24,76,74,33,12,2,2.6,0.4,2.5,190,"2025-04-04 20:00",,0.2,16.9,39,1,121.529583,25.182722,64
花蓮,花蓮縣,115,臭氧八小時,對敏感族群不健康,0.8,0.3,71,75,46,18,5,6.6,0.7,1.8,250,"2025-04-04 20:00",,0.3,16,51,0,121.599769,23.971306,63
臺東,臺東縣,108,臭氧八小時,對敏感族群不健康,0.8,0.31,65,73,48,14,9,9.3,0.2,1.2,319,"2025-04-04 20:00",,0.2,15.3,45,0,121.15045,22.755358,62
恆春,屏東縣,115,臭氧八小時,對敏感族群不健康,1,0.21,73,75,42,14,0,1,0.6,5.8,46,"2025-04-04 20:00",,0.2,12.8,38,1,120.788928,21.958069,61
潮州,屏東縣,88,懸浮微粒,普通,0.7,0.23,51,62,50,21,5,6.3,0.6,1.1,53,"2025-04-04 20:00",,0.3,21,64,1,120.561175,22.523108,60
屏東,屏東縣,104,臭氧八小時,對敏感族群不健康,0.9,0.28,63,72,54,16,7,7.9,0.2,1.4,329,"2025-04-04 20:00",,0.3,20,51,1,120.488033,22.673081,59
小港,高雄市,68,細懸浮微粒,普通,2.2,0.25,58,58,48,20,10,10.8,0.8,1.7,294,"2025-04-04 20:00",,0.2,18.8,42,2,120.337736,22.565833,58
前鎮,高雄市,74,臭氧八小時,普通,0.5,0.3,63,62,47,19,8,8.6,0.6,1.3,315,"2025-04-04 20:00",,0.2,18.5,50,1,120.30833356,22.6044507,57
前金,高雄市,87,臭氧八小時,普通,0.7,0.28,65,66,50,19,7,8.1,1,2.1,332,"2025-04-04 20:00",,0.2,18.1,50,1,120.28676111,22.63390278,56
左營,高雄市,97,臭氧八小時,普通,0.8,0.24,66,69,48,18,7,8.4,0.7,1.6,358,"2025-04-04 20:00",,0.2,17.6,46,1,120.292917,22.674861,54
楠梓,高雄市,93,臭氧八小時,普通,1,0.27,64,68,52,17,7,8.4,0.6,1.1,311,"2025-04-04 20:00",,0.2,19.5,49,1,120.328289,22.733667,53
林園,高雄市,69,細懸浮微粒,普通,0.3,0.22,63,58,47,20,4,4.4,0.4,2.2,107,"2025-04-04 20:00",,0.2,19,44,1,120.41175,22.4795,52
大寮,高雄市,70,細懸浮微粒,普通,0.5,0.25,49,57,41,16,6,6.5,0.2,0.7,224,"2025-04-04 20:00",,0.2,19.3,48,2,120.425311,22.56413611,51
鳳山,高雄市,78,細懸浮微粒,普通,1.4,0.52,56,61,45,27,13,14.5,0.8,0.3,256,"2025-04-04 20:00",,0.4,22.2,46,1,120.357422,22.628126,50
仁武,高雄市,101,臭氧八小時,對敏感族群不健康,0.4,0.28,66,71,47,17,8,9,0.7,1.3,327,"2025-04-04 20:00",,0.2,17.5,47,0,120.332631,22.689056,49
橋頭,高雄市,100,臭氧八小時,普通,1.3,0.27,64,70,58,21,8,8.9,0.6,1.3,327,"2025-04-04 20:00",,0.2,21.3,49,1,120.305689,22.757506,48
美濃,高雄市,108,臭氧八小時,對敏感族群不健康,1,0.26,57,73,32,18,5,6.5,0.8,0.9,73,"2025-04-04 20:00",,0.2,20.9,43,1,120.530542,22.883583,47
臺南,臺南市,104,臭氧八小時,對敏感族群不健康,0.7,0.28,64,72,51,17,8,8.7,0.4,2.6,336,"2025-04-04 20:00",,0.2,19.5,52,1,120.21947897,22.98928311,46
安南,臺南市,108,臭氧八小時,對敏感族群不健康,0.2,0.25,68,73,58,24,3,4,0.8,1.5,311,"2025-04-04 20:00",,0.2,23,52,0,120.2175,23.048197,45
善化,臺南市,97,臭氧八小時,普通,1.2,0.22,61,69,64,17,6,6.8,0.5,1.9,335,"2025-04-04 20:00",,0.2,21.5,50,1,120.29740529,23.11337642,44
新營,臺南市,97,臭氧八小時,普通,0.9,0.27,60,69,56,19,6,7.6,0.7,0.8,1,"2025-04-04 20:00",,0.2,19.9,53,0,120.31725,23.305633,43
嘉義,嘉義市,87,臭氧八小時,普通,2.4,0.33,56,66,62,25,10,10.9,0.2,0.4,117,"2025-04-04 20:00",,0.2,21.5,50,1,120.44125148,23.46477865,42
臺西,雲林縣,112,臭氧八小時,對敏感族群不健康,1.2,0.28,65,74,65,22,6,6.2,0.2,0.4,140,"2025-04-04 20:00",,0.2,23.5,59,1,120.19933333,23.702175,41
朴子,嘉義縣,104,臭氧八小時,對敏感族群不健康,0.8,0.2,66,72,59,26,5,6,0.2,0.3,0,"2025-04-04 20:00",,0.1,22.2,55,0,120.2478,23.46538,40
新港,嘉義縣,100,臭氧八小時,普通,3.1,0.25,65,70,64,25,6,6.8,0.1,0.9,305,"2025-04-04 20:00",,0.2,23.2,55,2,120.345531,23.554839,39
崙背,雲林縣,115,臭氧八小時,對敏感族群不健康,1,0.27,68,75,66,32,3,4.1,0.6,0.2,196,"2025-04-04 20:00",,0.2,29.2,68,1,120.348742,23.757547,38
斗六,雲林縣,115,臭氧八小時,對敏感族群不健康,1.5,0.26,66,75,57,24,5,5.5,0,0.3,177,"2025-04-04 20:00",,0.2,23.7,54,1,120.544994,23.711853,37
南投,南投縣,100,臭氧八小時,普通,1.7,0.3,50,70,59,26,7,7.5,0,0.7,210,"2025-04-04 20:00",,0.2,24.7,53,1,120.685306,23.913,36
二林,彰化縣,129,臭氧八小時,對敏感族群不健康,2.7,0.27,67,79,65,25,3,4.2,0.2,0.6,239,"2025-04-04 20:00",,0.2,28.8,68,3,120.409653,23.925175,35
線西,彰化縣,143,臭氧八小時,對敏感族群不健康,1.7,0.25,78,83,53,21,3,4.3,0.5,1.3,234,"2025-04-04 20:00",,0.3,24.2,55,2,120.469061,24.131672,34
彰化,彰化縣,93,臭氧八小時,普通,1.6,0.46,47,68,63,29,10,11.7,1,0.8,193,"2025-04-04 20:00",,0.3,24.3,54,1,120.541519,24.066,33
西屯,臺中市,100,臭氧八小時,普通,1.8,0.33,54,70,69,25,11,12,1,0.9,208,"2025-04-04 20:00",,0.3,27.2,65,2,120.616917,24.162197,32
忠明,臺中市,84,細懸浮微粒,普通,3.1,0.42,50,65,61,26,12,14,1.1,0.7,178,"2025-04-04 20:00",,0.3,24.7,59,2,120.641092,24.151958,31
大里,臺中市,90,臭氧八小時,普通,1.1,0.4,44,67,64,23,15,15.5,0.5,0.7,131,"2025-04-04 20:00",,0.3,26.1,56,1,120.67844444,24.09961111,30
沙鹿,臺中市,98,細懸浮微粒,普通,1.7,0.55,46,68,68,28,18,19,0.4,1,182,"2025-04-04 20:00",,0.3,29.6,66,2,120.568794,24.225628,29
豐原,臺中市,115,臭氧八小時,對敏感族群不健康,2.2,0.35,48,75,48,20,9,10,0.3,1.3,153,"2025-04-04 20:00",,0.3,31.2,54,2,120.74252414,24.25699731,28
三義,苗栗縣,104,臭氧八小時,對敏感族群不健康,1,0.37,49,72,51,24,7,8.4,1,1.2,214,"2025-04-04 20:00",,0.3,27.3,52,1,120.75956754,24.38248443,27
苗栗,苗栗縣,104,臭氧八小時,對敏感族群不健康,2.2,0.46,49,72,56,31,12,14.4,1.5,1.7,219,"2025-04-04 20:00",,0.3,27.1,49,2,120.82011468,24.56499183,26
頭份,苗栗縣,129,臭氧八小時,對敏感族群不健康,1.4,0.46,53,79,64,33,12,13.4,1.2,1.2,134,"2025-04-04 20:00",,0.3,25.5,54,2,120.89869286,24.69690679,25
新竹,新竹市,118,臭氧八小時,對敏感族群不健康,1.4,0.64,42,76,50,28,27,28.4,0.9,0.3,132,"2025-04-04 20:00",,0.3,23.8,48,1,120.97236752,24.8056356,24
竹東,新竹縣,122,臭氧八小時,對敏感族群不健康,1.3,0.42,51,77,54,31,9,10.2,0.8,1.3,130,"2025-04-04 20:00",,0.3,23.9,49,1,121.08895493,24.74091408,23
湖口,新竹縣,132,臭氧八小時,對敏感族群不健康,1.9,0.41,57,80,54,27,10,11,0.6,2.6,89,"2025-04-04 20:00",,0.3,26.2,55,1,121.03886894,24.90009696,22
龍潭,桃園市,87,臭氧八小時,普通,1,0.41,57,66,60,25,12,12.2,0,1.2,61,"2025-04-04 20:00",,0.3,20.9,49,1,121.21645772,24.86400048,21
平鎮,桃園市,97,臭氧八小時,普通,0.5,0.39,64,69,46,24,10,11.5,1.2,1.9,97,"2025-04-04 20:00",,0.3,22.5,46,0,121.203986,24.952786,20
觀音,桃園市,101,臭氧八小時,對敏感族群不健康,0.3,0.28,66,71,41,24,7,7.8,0.5,2.6,115,"2025-04-04 20:00",,0.2,22.6,49,1,121.08283092,25.03556747,19
大園,桃園市,101,臭氧八小時,對敏感族群不健康,2.7,0.3,70,71,51,21,9,9.1,0,5.5,117,"2025-04-04 20:00",,0.2,18.7,50,2,121.20251473,25.06100357,18
桃園,桃園市,104,臭氧八小時,對敏感族群不健康,1.6,0.35,69,72,46,19,9,10.4,0.7,3,76,"2025-04-04 20:00",,0.3,18.4,46,1,121.30500531,24.9947107,17
大同,臺北市,80,細懸浮微粒,普通,2.6,0.61,44,48,40,21,33,42.1,8.4,-,-,"2025-04-04 20:00",,0.6,23.1,50,2,121.51342074,25.06331455,16
松山,臺北市,108,臭氧八小時,對敏感族群不健康,1.3,0.27,74,73,40,19,9,9.4,0.3,2.3,20,"2025-04-04 20:00",,0.2,22.1,49,1,121.578611,25.05,15
古亭,臺北市,118,臭氧八小時,對敏感族群不健康,1.7,0.25,77,76,40,21,4,5.6,1.3,3.3,63,"2025-04-04 20:00",,0.2,21.7,50,1,121.529556,25.020608,14
萬華,臺北市,97,臭氧八小時,普通,0.9,0.33,69,69,43,20,12,13,0.4,2,81,"2025-04-04 20:00",,0.3,19.8,48,0,121.507972,25.046503,13
中山,臺北市,87,臭氧八小時,普通,1.1,0.35,53,66,49,23,29,33.4,4,2.8,60,"2025-04-04 20:00",,0.3,22.5,54,1,121.526528,25.062361,12
士林,臺北市,122,臭氧八小時,對敏感族群不健康,0.7,0.27,77,77,42,15,5,5.8,0.3,1.2,83,"2025-04-04 20:00",,0.2,18.2,47,0,121.51666356,25.10334003,11
淡水,新北市,112,臭氧八小時,對敏感族群不健康,1.2,0.24,76,74,44,19,2,3.2,0.4,5.6,150,"2025-04-04 20:00",,0.2,19.4,54,1,121.449239,25.1645,10
林口,新北市,112,臭氧八小時,對敏感族群不健康,0.5,0.3,74,74,44,21,7,7.8,0.5,3.8,94,"2025-04-04 20:00",,0.2,20.3,48,0,121.36548982,25.07798949,9
菜寮,新北市,112,臭氧八小時,對敏感族群不健康,1,0.33,73,74,41,22,9,10.3,1.2,3.8,85,"2025-04-04 20:00",,0.3,21.9,47,0,121.481028,25.06895,8
新莊,新北市,108,臭氧八小時,對敏感族群不健康,0.9,0.29,72,73,44,17,7,7.6,0.3,3.2,68,"2025-04-04 20:00",,0.2,19.9,49,0,121.4325,25.037972,7
板橋,新北市,112,臭氧八小時,對敏感族群不健康,0.8,0.39,71,74,51,23,11,12.2,0.4,1.9,76,"2025-04-04 20:00",,0.3,19.9,50,1,121.458667,25.012972,6
土城,新北市,115,臭氧八小時,對敏感族群不健康,0.9,0.29,76,75,49,16,5,5.9,0.1,1.8,130,"2025-04-04 20:00",,0.2,21.2,48,1,121.451861,24.982528,5
新店,新北市,122,臭氧八小時,對敏感族群不健康,0.5,0.27,77,77,45,16,4,5,0.2,3.7,157,"2025-04-04 20:00",,0.2,19.4,47,0,121.537778,24.977222,4
萬里,新北市,115,臭氧八小時,對敏感族群不健康,1.5,0.25,74,75,50,16,8,9.6,0.6,1.9,172,"2025-04-04 20:00",,0.2,18.9,54,2,121.689881,25.179667,3
汐止,新北市,115,臭氧八小時,對敏感族群不健康,0.7,0.24,79,75,45,21,4,5,0.4,1.7,6,"2025-04-04 20:00",,0.2,20.2,48,0,121.64081,25.06624,2
基隆,基隆市,126,臭氧八小時,對敏感族群不健康,1.9,0.26,80,78,43,21,5,6,0.3,1.2,69,"2025-04-04 20:00",,0.2,16.8,44,1,121.760056,25.129167,1
屏東(枋山),屏東縣,112,臭氧八小時,對敏感族群不健康,0.4,0.17,77,74,57,20,2,2.2,0,6.7,84,"2025-04-04 19:00",,0.1,14.3,48,0,120.651472,22.260899,313
臺南（南化）,臺南市,101,臭氧八小時,對敏感族群不健康,0.4,0.23,61,71,47,29,3,4,0.2,1.9,147,"2025-04-04 19:00",,0.2,21.2,41,0,120.44583156,23.04562013,312
新北（樹林）,新北市,69,懸浮微粒,普通,0.2,0.36,39,41,45,22,11,13.4,1.6,0,190,"2025-04-04 19:00",,0.3,18.4,47,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,112,臭氧八小時,對敏感族群不健康,0.8,0.4,62,74,44,23,9,9.9,0.5,0.4,324,"2025-04-04 19:00",,0.4,28.2,48,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,67,臭氧八小時,普通,0.9,0.24,65,60,44,22,4,5.4,0.9,1.9,85,"2025-04-04 19:00",,0.2,16.8,34,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,97,臭氧八小時,普通,1.2,0.23,65,69,63,23,6,7,0.7,1.7,5,"2025-04-04 19:00",,0.2,20.9,55,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,84,臭氧八小時,普通,1.5,0.23,59,65,55,13,5,6.8,1.2,1,242,"2025-04-04 19:00",,0.2,18,52,1,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,129,臭氧八小時,對敏感族群不健康,0.9,0.22,82,79,60,20,1,2.3,0.3,2.8,123,"2025-04-04 19:00",,0.2,17.8,59,0,121.82463916,24.85366672,201
員林,彰化縣,118,臭氧八小時,對敏感族群不健康,1.6,0.29,70,76,68,23,4,5.6,1,0.9,201,"2025-04-04 19:00",,0.3,26.8,58,1,120.5631893,23.9615945,139
大城,彰化縣,150,臭氧八小時,對敏感族群不健康,1.2,0.21,87,85,51,23,1,1.3,0,0.2,25,"2025-04-04 19:00",,0.2,26.2,52,1,120.26964167,23.85493056,85
富貴角,新北市,140,臭氧八小時,對敏感族群不健康,1.7,0.2,77,82,47,18,5,5.2,0,6.9,102,"2025-04-04 19:00",,0.2,27,45,0,121.53656894,25.29681695,84
麥寮,雲林縣,115,臭氧八小時,對敏感族群不健康,1.4,0.27,77,75,64,30,4,5.5,0.9,1.1,20,"2025-04-04 19:00",,0.2,27.2,60,1,120.251825,23.753506,83
關山,臺東縣,93,臭氧八小時,普通,0.5,0.19,73,68,43,16,2,2.8,0.5,1.5,302,"2025-04-04 19:00",,0.2,14.6,39,0,121.161933,23.045083,80
馬公,澎湖縣,122,臭氧八小時,對敏感族群不健康,1.4,0.3,77,77,49,21,4,4.6,0.4,2.3,10,"2025-04-04 19:00",,0.2,22,49,1,119.566158,23.569031,78
金門,金門縣,143,臭氧八小時,對敏感族群不健康,1.7,0.3,78,83,51,24,7,7.6,0.4,1.4,104,"2025-04-04 19:00",,0.3,30.8,59,2,118.312256,24.432133,77
馬祖,連江縣,122,臭氧八小時,對敏感族群不健康,0.9,0.21,71,77,43,18,5,6.3,0.5,3,340,"2025-04-04 19:00",,0.2,22.2,48,1,119.952724,26.153736,75
埔里,南投縣,105,細懸浮微粒,對敏感族群不健康,2,0.31,62,62,56,28,6,7,1,0.3,280,"2025-04-04 19:00",,0.3,32,54,1,120.967903,23.968842,72
復興,高雄市,84,臭氧八小時,普通,0.6,0.24,60,65,47,19,7,7.5,0.3,0.6,263,"2025-04-04 19:00",,0.2,19.1,46,1,120.312017,22.608711,71
永和,新北市,112,臭氧八小時,對敏感族群不健康,1,0.31,75,74,46,24,6,7.3,1,2.2,103,"2025-04-04 19:00",,0.2,22.1,47,0,121.516306,25.017,70
竹山,南投縣,115,臭氧八小時,對敏感族群不健康,1.8,0.22,63,75,54,21,5,5.8,0.7,0.7,258,"2025-04-04 19:00",,0.2,27.5,55,1,120.677306,23.756389,69
中壢,桃園市,80,細懸浮微粒,普通,1.1,0.97,43,49,56,23,31,40.7,9.1,0.8,282,"2025-04-04 19:00",,0.6,23,51,1,121.221667,24.953278,68
三重,新北市,80,細懸浮微粒,普通,0.9,0.78,42,48,52,20,39,53.4,14.1,-,-,"2025-04-04 19:00",,0.6,23,54,0,121.493806,25.072611,67
冬山,宜蘭縣,122,臭氧八小時,對敏感族群不健康,1,0.26,76,77,49,20,4,5.3,0.4,2.5,157,"2025-04-04 19:00",,0.2,18.7,51,0,121.792928,24.632203,66
宜蘭,宜蘭縣,129,臭氧八小時,對敏感族群不健康,1.1,0.3,75,79,52,19,5,6.2,0.6,1.5,153,"2025-04-04 19:00",,0.2,20,51,1,121.746394,24.747917,65
陽明,臺北市,112,臭氧八小時,對敏感族群不健康,1.5,0.24,74,74,40,16,2,2.7,0.3,2.4,190,"2025-04-04 19:00",,0.2,17.7,41,1,121.529583,25.182722,64
花蓮,花蓮縣,122,臭氧八小時,對敏感族群不健康,0.8,0.34,69,77,49,19,7,7.6,0.4,1.1,300,"2025-04-04 19:00",,0.2,15.2,51,0,121.599769,23.971306,63
臺東,臺東縣,112,臭氧八小時,對敏感族群不健康,0.9,0.34,64,74,48,21,9,9.4,0.4,1,314,"2025-04-04 19:00",,0.2,15.3,44,0,121.15045,22.755358,62
恆春,屏東縣,118,臭氧八小時,對敏感族群不健康,1,0.21,73,76,38,13,0,0.7,0.5,6.3,53,"2025-04-04 19:00",,0.2,12.6,37,1,120.788928,21.958069,61
潮州,屏東縣,87,懸浮微粒,普通,0.7,0.24,59,64,54,22,4,5.1,0.3,0.4,51,"2025-04-04 19:00",,0.3,19.9,63,1,120.561175,22.523108,60
屏東,屏東縣,108,臭氧八小時,對敏感族群不健康,0.7,0.33,60,73,49,18,7,7.8,0.2,1.4,272,"2025-04-04 19:00",,0.3,20.7,50,1,120.488033,22.673081,59
小港,高雄市,69,細懸浮微粒,普通,2.1,0.22,53,58,42,16,10,11.7,0.7,1.8,277,"2025-04-04 19:00",,0.2,19,42,2,120.337736,22.565833,58
